District,School,Subject,2018%,2019%,2022%,2023%
Craven County Schools,Craven Virtual Academy,Reading Grade 3-8,NA,NA,57.3,70
Craven County Schools,Craven Virtual Academy,Science Grade 5&8,NA,NA,79.3,75.6
Cumberland County Schools,Gray's Creek High,Biology,NA,NA,48.8,51.7
Cumberland County Schools,Gray's Creek High,English II,NA,NA,49.7,62.9
Cumberland County Schools,Gray's Creek Middle,Math Grade 3-8,NA,NA,43.2,46
Cumberland County Schools,Gray's Creek Middle,Reading Grade 3-8,NA,NA,47.5,49.6
Cumberland County Schools,Gray's Creek Middle,Science Grade 5&8,NA,NA,80.7,79.8
Cumberland County Schools,Gray's Creek Elementary,Math Grade 3-8,NA,NA,55.6,65
Cumberland County Schools,Gray's Creek Elementary,Reading Grade 3-8,NA,NA,50.9,60.7
Cumberland County Schools,Gray's Creek Elementary,Science Grade 5&8,NA,NA,83.6,81.6
Cumberland County Schools,Cumberland Academy 6-12 Virtual School,Biology,NA,NA,30.3,50
Cumberland County Schools,Cumberland Academy 6-12 Virtual School,English II,NA,NA,46,55.3
Cumberland County Schools,Cumberland Academy 6-12 Virtual School,Math Grade 3-8,NA,NA,29.4,36.1
Cumberland County Schools,Cumberland Academy 6-12 Virtual School,Reading Grade 3-8,NA,NA,53.5,58.2
Cumberland County Schools,Cumberland Academy 6-12 Virtual School,Science Grade 5&8,NA,NA,73.8,67.7
Cumberland County Schools,Cumberland Academy K-5 Virtual School,Math Grade 3-8,NA,NA,19.6,29.3
Cumberland County Schools,Cumberland Academy K-5 Virtual School,Reading Grade 3-8,NA,NA,38.2,41.3
Cumberland County Schools,Cumberland Academy K-5 Virtual School,Science Grade 5&8,NA,NA,38.8,61.9
Charter Schools,Alpha Academy,Biology,NA,NA,71.4,75
Charter Schools,Alpha Academy,English II,NA,NA,69.2,67.6
Lexington City Schools,Southwest Elementary Global Academy,Math Grade 3-8,NA,NA,51.9,54.3
Lexington City Schools,Southwest Elementary Global Academy,Reading Grade 3-8,NA,NA,39.4,44.6
Lexington City Schools,Southwest Elementary Global Academy,Science Grade 5&8,NA,NA,48.8,65.4
Charter Schools,Davidson Charter Academy,Math Grade 3-8,NA,NA,36.3,50.5
Charter Schools,Davidson Charter Academy,Reading Grade 3-8,NA,NA,46.7,50.2
Charter Schools,Davidson Charter Academy,Science Grade 5&8,NA,NA,59.6,69.7
Davie County Schools,Davie County Virtual School,Math Grade 3-8,NA,NA,41.4,54.3
Davie County Schools,Davie County Virtual School,Reading Grade 3-8,NA,NA,63.8,57.1
Davie County Schools,Davie County Virtual School,Science Grade 5&8,NA,NA,74.1,57.1
Durham Public Schools,Lakeview School,Biology,NA,NA,2.5,2.5
Durham Public Schools,Ignite Online Academy,Biology,NA,NA,20,36.8
Durham Public Schools,Ignite Online Academy,English II,NA,NA,45.5,41
Durham Public Schools,Ignite Online Academy,Math Grade 3-8,NA,NA,18.4,26.7
Durham Public Schools,Ignite Online Academy,Reading Grade 3-8,NA,NA,41.6,40.4
Durham Public Schools,Ignite Online Academy,Science Grade 5&8,NA,NA,64,60.7
Charter Schools,Community School of Digital & Visual Art,Math Grade 3-8,NA,NA,35.9,40.3
Charter Schools,Community School of Digital & Visual Art,Reading Grade 3-8,NA,NA,26.7,29.9
Charter Schools,Community School of Digital & Visual Art,Science Grade 5&8,NA,NA,56.5,66.7
Charter Schools,Excelsior Classical Academy,Biology,NA,NA,33.3,36
Charter Schools,Excelsior Classical Academy,English II,NA,NA,73.7,50
Charter Schools,Discovery Charter,Math Grade 3-8,NA,NA,40.2,40.2
Charter Schools,Discovery Charter,Reading Grade 3-8,NA,NA,58.1,59.8
Charter Schools,Discovery Charter,Science Grade 5&8,NA,NA,81.2,80.6
Forsyth County Schools,Childrens Center,Math Grade 3-8,NA,NA,23.5,31.6
Forsyth County Schools,Childrens Center,Reading Grade 3-8,NA,NA,11.8,10.5
Forsyth County Schools,Virtual Academy,Math Grade 3-8,NA,NA,14.6,20.5
Forsyth County Schools,Virtual Academy,Reading Grade 3-8,NA,NA,32.6,36
Forsyth County Schools,Virtual Academy,Science Grade 5&8,NA,NA,51.9,55
Forsyth County Schools,Lewisville Middle,Math Grade 3-8,NA,NA,64.7,68.5
Forsyth County Schools,Lewisville Middle,Reading Grade 3-8,NA,NA,66.7,68.1
Forsyth County Schools,Lewisville Middle,Science Grade 5&8,NA,NA,89.2,90.9
Charter Schools,Carter G. Woodson School,Biology,NA,NA,12.5,2.5
Charter Schools,Carter G. Woodson School,English II,NA,NA,18.5,41.4
Charter Schools,Carter G. Woodson School,Math Grade 3-8,NA,NA,23.1,27.6
Charter Schools,Carter G. Woodson School,Reading Grade 3-8,NA,NA,22.6,22.2
Charter Schools,Carter G. Woodson School,Science Grade 5&8,NA,NA,25.4,35.1
Gaston County Schools,Gaston Early College of Medical Sciences,Biology,NA,NA,97.5,94.4
Gaston County Schools,Gaston Early College of Medical Sciences,English II,NA,NA,97.5,97.5
Gaston County Schools,Gaston Virtual Academy,Biology,NA,NA,31.3,36.8
Gaston County Schools,Gaston Virtual Academy,English II,NA,NA,54.8,66.7
Charter Schools,Ridgeview Charter School,Math Grade 3-8,NA,NA,10.2,9.4
Charter Schools,Ridgeview Charter School,Reading Grade 3-8,NA,NA,15.3,17.1
Charter Schools,Ridgeview Charter School,Science Grade 5&8,NA,NA,18.8,21.1
Charter Schools,Community Public Charter,Math Grade 3-8,NA,NA,48.1,55.1
Charter Schools,Community Public Charter,Reading Grade 3-8,NA,NA,42.1,52.7
Charter Schools,Community Public Charter,Science Grade 5&8,NA,NA,35.4,78.6
Guilford County Schools,Guilford eLearning University Prep,Math Grade 3-8,NA,NA,21.1,27
Guilford County Schools,Guilford eLearning University Prep,Reading Grade 3-8,NA,NA,40.6,41.2
Guilford County Schools,Guilford eLearning University Prep,Science Grade 5&8,NA,NA,55.7,66.4
Charter Schools,Next Generation Academy,Math Grade 3-8,NA,NA,32.8,38.7
Charter Schools,Next Generation Academy,Reading Grade 3-8,NA,NA,34.3,36.3
Charter Schools,Next Generation Academy,Science Grade 5&8,NA,NA,19.4,30.2
Charter Schools,Revolution Academy,Math Grade 3-8,NA,NA,62.4,64.5
Charter Schools,Revolution Academy,Reading Grade 3-8,NA,NA,51.7,56.7
Charter Schools,Revolution Academy,Science Grade 5&8,NA,NA,60,74.2
Charter Schools,Summit Creek Academy,Math Grade 3-8,NA,NA,33,36
Charter Schools,Summit Creek Academy,Reading Grade 3-8,NA,NA,42,44.7
Charter Schools,Summit Creek Academy,Science Grade 5&8,NA,NA,56.9,45.3
Halifax County Schools,Halifax County Early College High,Biology,NA,NA,55.9,62.5
Halifax County Schools,Halifax County Early College High,English II,NA,NA,50,88
Charter Schools,KIPP Halifax College Preparatory,Math Grade 3-8,NA,NA,14.1,16.9
Charter Schools,KIPP Halifax College Preparatory,Reading Grade 3-8,NA,NA,25.8,21.8
Charter Schools,KIPP Halifax College Preparatory,Science Grade 5&8,NA,NA,36.4,21.4
Charter Schools,Hobgood Charter School,Biology,NA,NA,55.6,21.1
Charter Schools,Hobgood Charter School,English II,NA,NA,42.1,57.9
Charter Schools,Hobgood Charter School,Math Grade 3-8,NA,NA,49.4,62.1
Charter Schools,Hobgood Charter School,Reading Grade 3-8,NA,NA,55,46.9
Charter Schools,Hobgood Charter School,Science Grade 5&8,NA,NA,64.4,72
Harnett County Schools,Harnett County Early College,Biology,NA,NA,53.3,62.3
Harnett County Schools,Harnett County Early College,English II,NA,NA,97.5,84.8
Harnett County Schools,Harnett Virtual Academy,English II,NA,NA,64.7,60
Harnett County Schools,Harnett Virtual Academy,Math Grade 3-8,NA,NA,15.9,17.4
Harnett County Schools,Harnett Virtual Academy,Reading Grade 3-8,NA,NA,52.3,37
Harnett County Schools,Harnett Virtual Academy,Science Grade 5&8,NA,NA,57.1,31.6
Charter Schools,Achievement Charter Academy,Math Grade 3-8,NA,NA,17.2,33.3
Charter Schools,Achievement Charter Academy,Reading Grade 3-8,NA,NA,34.5,31.7
Charter Schools,Achievement Charter Academy,Science Grade 5&8,NA,NA,18.2,23.8
Charter Schools,Shining Rock Classical Academy,Math Grade 3-8,NA,NA,48.1,51
Charter Schools,Shining Rock Classical Academy,Reading Grade 3-8,NA,NA,55.5,55.8
Charter Schools,Shining Rock Classical Academy,Science Grade 5&8,NA,NA,81.8,65.8
Charter Schools,FernLeaf,Math Grade 3-8,NA,NA,42.3,47.7
Charter Schools,FernLeaf,Reading Grade 3-8,NA,NA,58.3,64
Charter Schools,FernLeaf,Science Grade 5&8,NA,NA,84.5,88.4
Iredell-Statesville Schools,Agriculture and Science Early College,Biology,NA,NA,70.2,78.8
Iredell-Statesville Schools,Woodland Heights Middle,Math Grade 3-8,NA,NA,70.7,75.5
Iredell-Statesville Schools,Woodland Heights Middle,Reading Grade 3-8,NA,NA,62.8,62.5
Iredell-Statesville Schools,Woodland Heights Middle,Science Grade 5&8,NA,NA,85.1,85.2
Iredell-Statesville Schools,ISS Virtual Academy,Biology,NA,NA,38.1,33.3
Iredell-Statesville Schools,ISS Virtual Academy,English II,NA,NA,35.3,35.7
Iredell-Statesville Schools,ISS Virtual Academy,Math Grade 3-8,NA,NA,49.3,50
Iredell-Statesville Schools,ISS Virtual Academy,Reading Grade 3-8,NA,NA,60.8,51.8
Iredell-Statesville Schools,ISS Virtual Academy,Science Grade 5&8,NA,NA,63,52.4
Iredell-Statesville Schools,The Brawley School,Math Grade 3-8,NA,NA,93.9,91.9
Iredell-Statesville Schools,The Brawley School,Reading Grade 3-8,NA,NA,85.5,81.3
Iredell-Statesville Schools,The Brawley School,Science Grade 5&8,NA,NA,97.5,97.5
Iredell-Statesville Schools,Oakwood Middle IB School,Math Grade 3-8,NA,NA,89.3,84.3
Iredell-Statesville Schools,Oakwood Middle IB School,Reading Grade 3-8,NA,NA,84.2,79.3
Iredell-Statesville Schools,Oakwood Middle IB School,Science Grade 5&8,NA,NA,97.5,97.5
Iredell-Statesville Schools,Third Creek Middle,Math Grade 3-8,NA,NA,10.8,16.8
Iredell-Statesville Schools,Third Creek Middle,Reading Grade 3-8,NA,NA,20.9,18.3
Iredell-Statesville Schools,Third Creek Middle,Science Grade 5&8,NA,NA,44.5,30
Jackson County Schools,Jackson Community School,Biology,NA,NA,2.5,2.5
Jackson County Schools,Jackson Community School,English II,NA,NA,15.8,33.3
Charter Schools,Summit Charter,Biology,NA,NA,22.2,50
Charter Schools,Summit Charter,English II,NA,NA,52.9,43.8
Johnston County Schools,Choice Plus Academy,English II,NA,NA,2.5,12.1
Johnston County Schools,Choice Plus Academy,Math Grade 3-8,NA,NA,2.5,2.5
Johnston County Schools,Choice Plus Academy,Reading Grade 3-8,NA,NA,14.6,10.9
Johnston County Schools,Choice Plus Academy,Science Grade 5&8,NA,NA,38.1,23.1
Johnston County Schools,JCPS Virtual Academy,Biology,NA,NA,28.1,23.4
Johnston County Schools,JCPS Virtual Academy,English II,NA,NA,45.7,37.5
Johnston County Schools,JCPS Virtual Academy,Math Grade 3-8,NA,NA,22.4,35.4
Johnston County Schools,JCPS Virtual Academy,Reading Grade 3-8,NA,NA,45,52.7
Johnston County Schools,JCPS Virtual Academy,Science Grade 5&8,NA,NA,48.1,55.1
Johnston County Schools,The Innovation Academy at South Campus,Science Grade 5&8,NA,NA,91.6,91.7
Johnston County Schools,Thanksgiving Elementary,Math Grade 3-8,NA,NA,62.1,66.1
Johnston County Schools,Thanksgiving Elementary,Reading Grade 3-8,NA,NA,56.3,57.2
Johnston County Schools,Thanksgiving Elementary,Science Grade 5&8,NA,NA,83.8,84
Johnston County Schools,Selma Elementary,Science Grade 5&8,NA,NA,49.6,42.5
Jones County Schools,Jones Senior High School,Biology,NA,NA,36.3,51.9
Jones County Schools,Jones Senior High School,English II,NA,NA,67.2,73.2
Jones County Schools,Jones Senior High School,Math Grade 3-8,NA,NA,38.8,36.9
Jones County Schools,Jones Senior High School,Reading Grade 3-8,NA,NA,42.7,44
Jones County Schools,Jones Senior High School,Science Grade 5&8,NA,NA,74.3,78.3
Lee County Schools,WB Wicker Elementary,Math Grade 3-8,NA,NA,42.4,44.2
Lee County Schools,WB Wicker Elementary,Reading Grade 3-8,NA,NA,29.5,44.2
Lee County Schools,WB Wicker Elementary,Science Grade 5&8,NA,NA,40.9,39.4
Charter Schools,Ascend Leadership Academy Lee County,Biology,NA,NA,47.5,60.4
Charter Schools,Ascend Leadership Academy Lee County,English II,NA,NA,61.3,68.8
Charter Schools,Ascend Leadership Academy Lee County,Science Grade 5&8,NA,NA,72.3,81
Charter Schools,MINA Charter School of Lee County,Math Grade 3-8,NA,NA,22.4,32.4
Charter Schools,MINA Charter School of Lee County,Reading Grade 3-8,NA,NA,32.9,37.6
Charter Schools,MINA Charter School of Lee County,Science Grade 5&8,NA,NA,27.3,27.9
Lenoir County Public Schools,Lenoir County Early College High,Biology,NA,NA,81.3,87.5
Charter Schools,West Lake Preparatory Academy,Math Grade 3-8,NA,NA,53.8,57.1
Charter Schools,West Lake Preparatory Academy,Reading Grade 3-8,NA,NA,57.5,57.8
Charter Schools,West Lake Preparatory Academy,Science Grade 5&8,NA,NA,60.4,76.5
Martin County Schools,South Creek Middle,Math Grade 3-8,NA,NA,9.7,13.8
Martin County Schools,South Creek Middle,Reading Grade 3-8,NA,NA,18.5,26.5
Martin County Schools,South Creek Middle,Science Grade 5&8,NA,NA,33.3,56.1
Martin County Schools,South Creek High,Biology,NA,NA,15.4,16.4
Martin County Schools,South Creek High,English II,NA,NA,25.4,21.7
McDowell County Schools,McDowell Virtual Academy,Biology,NA,NA,30.8,23.5
McDowell County Schools,McDowell Virtual Academy,English II,NA,NA,40,38.1
McDowell County Schools,McDowell Virtual Academy,Math Grade 3-8,NA,NA,22.1,21.4
McDowell County Schools,McDowell Virtual Academy,Reading Grade 3-8,NA,NA,46.8,45.2
McDowell County Schools,McDowell Virtual Academy,Science Grade 5&8,NA,NA,51.7,66.7
Charlotte-Mecklenburg Schools,Ardrey Kell High School,Biology,NA,NA,84.6,84.2
Charlotte-Mecklenburg Schools,Ardrey Kell High School,English II,NA,NA,86.7,87.6
Charlotte-Mecklenburg Schools,Charlotte East Language Academy,Science Grade 5&8,NA,NA,43.6,53.1
Charlotte-Mecklenburg Schools,Rea Farms STEAM Academy,Math Grade 3-8,NA,NA,83.5,89.1
Charlotte-Mecklenburg Schools,Rea Farms STEAM Academy,Reading Grade 3-8,NA,NA,77,80.8
Charlotte-Mecklenburg Schools,Rea Farms STEAM Academy,Science Grade 5&8,NA,NA,88.8,92.7
Charlotte-Mecklenburg Schools,J. M. Alexander Middle,Math Grade 3-8,NA,NA,27.5,27.5
Charlotte-Mecklenburg Schools,J. M. Alexander Middle,Reading Grade 3-8,NA,NA,38.5,32.2
Charlotte-Mecklenburg Schools,J. M. Alexander Middle,Science Grade 5&8,NA,NA,61.2,56.9
Charlotte-Mecklenburg Schools,North Academy of World Languages,Math Grade 3-8,NA,NA,66.8,65
Charlotte-Mecklenburg Schools,North Academy of World Languages,Reading Grade 3-8,NA,NA,63.6,65.5
Charlotte-Mecklenburg Schools,Charles H. Parker Academic Center,Math Grade 3-8,NA,NA,56.8,60.5
Charlotte-Mecklenburg Schools,Charles H. Parker Academic Center,Reading Grade 3-8,NA,NA,55.1,54.6
Charlotte-Mecklenburg Schools,Charles H. Parker Academic Center,Science Grade 5&8,NA,NA,70.3,78
Charlotte-Mecklenburg Schools,Briarwood Academy,Math Grade 3-8,NA,NA,49.8,61.7
Charlotte-Mecklenburg Schools,Briarwood Academy,Reading Grade 3-8,NA,NA,32.8,40
Charlotte-Mecklenburg Schools,Briarwood Academy,Science Grade 5&8,NA,NA,40.9,39.5
Charlotte-Mecklenburg Schools,Cotswold Elementary,Math Grade 3-8,NA,NA,45.8,55.4
Charlotte-Mecklenburg Schools,Cotswold Elementary,Reading Grade 3-8,NA,NA,36.4,49.2
Charlotte-Mecklenburg Schools,Cotswold Elementary,Science Grade 5&8,NA,NA,45.4,63.4
Charlotte-Mecklenburg Schools,Davidson K-8 School,Math Grade 3-8,NA,NA,80.7,83.5
Charlotte-Mecklenburg Schools,Davidson K-8 School,Reading Grade 3-8,NA,NA,76.3,77.4
Charlotte-Mecklenburg Schools,Davidson K-8 School,Science Grade 5&8,NA,NA,90.1,87.1
Charlotte-Mecklenburg Schools,Butler High School,Biology,NA,NA,61.9,53.1
Charlotte-Mecklenburg Schools,Butler High School,English II,NA,NA,66.7,58.4
Charlotte-Mecklenburg Schools,Military and Global Leadership,Biology,NA,NA,30.3,22
Charlotte-Mecklenburg Schools,Military and Global Leadership,English II,NA,NA,58.2,47.5
Charlotte-Mecklenburg Schools,Marie G Davis School,Math Grade 3-8,NA,NA,18.8,26.2
Charlotte-Mecklenburg Schools,Marie G Davis School,Reading Grade 3-8,NA,NA,25.9,25.2
Charlotte-Mecklenburg Schools,Marie G Davis School,Science Grade 5&8,NA,NA,61.3,46.7
Charlotte-Mecklenburg Schools,First Ward Creative Arts Academy,Math Grade 3-8,NA,NA,53.4,60.3
Charlotte-Mecklenburg Schools,First Ward Creative Arts Academy,Reading Grade 3-8,NA,NA,41.4,44.3
Charlotte-Mecklenburg Schools,First Ward Creative Arts Academy,Science Grade 5&8,NA,NA,60.6,62.8
Charlotte-Mecklenburg Schools,East Mecklenburg High School,Biology,NA,NA,54.5,53.3
Charlotte-Mecklenburg Schools,East Mecklenburg High School,English II,NA,NA,68.1,64.4
Charlotte-Mecklenburg Schools,Elizabeth Lane Elementary,Math Grade 3-8,NA,NA,85,89.7
Charlotte-Mecklenburg Schools,Elizabeth Lane Elementary,Reading Grade 3-8,NA,NA,69.1,77
Charlotte-Mecklenburg Schools,Elizabeth Lane Elementary,Science Grade 5&8,NA,NA,83.9,85.7
Charlotte-Mecklenburg Schools,Garinger High School,Biology,NA,NA,18.9,20.4
Charlotte-Mecklenburg Schools,Garinger High School,English II,NA,NA,21.9,29.5
Charlotte-Mecklenburg Schools,Harding University High School,Biology,NA,NA,20.1,22.9
Charlotte-Mecklenburg Schools,Harding University High School,English II,NA,NA,27.2,35.2
Charlotte-Mecklenburg Schools,Hopewell High School,Biology,NA,NA,44.8,47.4
Charlotte-Mecklenburg Schools,Hopewell High School,English II,NA,NA,51.4,56.6
Charlotte-Mecklenburg Schools,Croft Community School,Math Grade 3-8,NA,NA,55.6,49.4
Charlotte-Mecklenburg Schools,Croft Community School,Reading Grade 3-8,NA,NA,38.2,40.8
Charlotte-Mecklenburg Schools,Croft Community School,Science Grade 5&8,NA,NA,54.2,50.7
Charlotte-Mecklenburg Schools,Independence High School,Biology,NA,NA,41.8,38.1
Charlotte-Mecklenburg Schools,Independence High School,English II,NA,NA,52.8,53.6
Charlotte-Mecklenburg Schools,Gov's Village STEM (Upper),Math Grade 3-8,NA,NA,34.7,31.8
Charlotte-Mecklenburg Schools,Gov's Village STEM (Upper),Reading Grade 3-8,NA,NA,39.9,41.5
Charlotte-Mecklenburg Schools,Gov's Village STEM (Upper),Science Grade 5&8,NA,NA,71.1,67.9
Charlotte-Mecklenburg Schools,Jay M. Robinson Middle,Math Grade 3-8,NA,NA,88.8,90.4
Charlotte-Mecklenburg Schools,Jay M. Robinson Middle,Reading Grade 3-8,NA,NA,76.9,79.1
Charlotte-Mecklenburg Schools,Jay M. Robinson Middle,Science Grade 5&8,NA,NA,94,94.4
Charlotte-Mecklenburg Schools,Trillium Springs Montessori,Science Grade 5&8,NA,NA,90.9,82.1
Charlotte-Mecklenburg Schools,Mallard Creek High School,Biology,NA,NA,43.6,39.2
Charlotte-Mecklenburg Schools,Mallard Creek High School,English II,NA,NA,50.7,54.5
Charlotte-Mecklenburg Schools,"Martin Luther King, Jr Middle",Math Grade 3-8,NA,NA,12.4,17.4
Charlotte-Mecklenburg Schools,"Martin Luther King, Jr Middle",Reading Grade 3-8,NA,NA,18.2,18.2
Charlotte-Mecklenburg Schools,"Martin Luther King, Jr Middle",Science Grade 5&8,NA,NA,45.6,27.6
Charlotte-Mecklenburg Schools,Rocky River High School,Biology,NA,NA,24,29.4
Charlotte-Mecklenburg Schools,Rocky River High School,English II,NA,NA,35.7,45.4
Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg Academy,English II,NA,NA,2.5,9.1
Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg Academy,Math Grade 3-8,NA,NA,2.5,2.5
Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg Academy,Reading Grade 3-8,NA,NA,5.6,7.9
Charlotte-Mecklenburg Schools,Charlotte-Mecklenburg Academy,Science Grade 5&8,NA,NA,2.5,7.7
Charlotte-Mecklenburg Schools,Myers Park Traditional Elem,Math Grade 3-8,NA,NA,68.4,68.5
Charlotte-Mecklenburg Schools,Myers Park Traditional Elem,Reading Grade 3-8,NA,NA,56.6,61.7
